Customer_ID,Birth_Year,Education_Level,Marital_Status,Annual_Income,Kids_Home,Teens_Home,Customer_Since,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Device_Type,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen
1539,1983,Graduation,Together,85413.23,2,2,13-08-2014,36,766,28,439,114,93,232,7,0,3,5,7,0,1,0,1,0,1,3,11,1,Brazil,Berlin,276,1,1,Mobile,1,0,Basic,1672,42,5,0
1540,1975,Graduation,Married,63160.43,1,0,12-10-2010,78,790,71,183,222,54,412,0,0,3,4,0,1,1,0,0,1,1,3,11,1,Germany,Berlin,718,1,1,Mobile,1,0,Platinum,1732,50,2,0
1541,1987,Graduation,Divorced,23330.37,0,2,16-04-2012,22,655,74,135,275,116,131,1,2,1,4,1,0,0,0,1,1,1,3,11,0,UK,London,808,0,1,Desktop,1,0,Platinum,1386,38,2,0
1542,1943,Basic,Married,46637.51,2,0,16-11-2013,72,543,93,463,13,52,336,9,9,3,9,1,1,0,1,0,0,1,3,11,0,Brazil,São Paulo,511,0,1,Desktop,1,1,Platinum,1500,82,3,1
1543,1944,Basic,Divorced,47471.81,1,2,08-03-2013,33,577,58,214,270,138,464,4,4,9,4,2,0,0,0,1,1,1,3,11,0,UK,Berlin,950,0,0,Mobile,0,0,Basic,1721,81,3,1
1544,1995,Graduation,Divorced,55878.3,2,1,21-10-2011,33,871,85,684,252,185,402,9,9,8,4,6,0,0,1,1,1,0,3,11,1,UK,New York,235,1,0,Tablet,0,1,Basic,2479,30,3,0
1545,1976,Graduation,Together,35159.33,0,2,08-12-2013,26,837,14,353,298,38,370,5,3,2,2,2,1,1,1,1,0,1,3,11,0,UK,São Paulo,103,0,1,Mobile,0,1,Gold,1910,49,3,0
1546,1947,Master,Divorced,50480.38,0,0,21-04-2014,79,713,20,151,295,94,431,8,2,8,0,4,0,1,1,0,1,0,3,11,1,Brazil,Berlin,644,0,1,Desktop,0,1,Silver,1704,78,0,1
1547,1981,Master,Together,48183.21,1,0,16-02-2012,3,993,88,20,94,15,194,0,5,6,2,15,1,1,0,1,0,0,3,11,0,Brazil,Berlin,287,0,0,Tablet,1,0,Platinum,1404,44,2,0
1548,1988,Graduation,Single,38935.72,0,2,09-10-2011,91,701,76,508,228,157,249,1,2,0,7,10,1,0,1,0,1,0,3,11,1,Brazil,Mumbai,864,0,0,Desktop,1,0,Platinum,1919,37,2,0
1549,1967,Graduation,Married,36848.72,1,1,25-12-2015,80,413,70,652,205,12,480,5,3,7,6,6,1,0,0,0,0,0,3,11,0,UK,Berlin,661,1,1,Mobile,1,1,Gold,1832,58,3,0
1550,1970,Graduation,Together,63782.07,0,2,25-01-2011,75,626,81,305,21,119,100,9,5,0,4,3,0,0,1,1,1,0,3,11,0,Brazil,Berlin,181,1,1,Mobile,0,0,Basic,1252,55,3,0
1551,1997,Graduation,Married,24551.26,0,1,11-07-2011,68,419,11,434,221,91,425,9,2,0,5,13,0,0,0,0,0,0,3,11,1,UK,New York,885,0,1,Desktop,1,0,Basic,1601,28,2,0
1552,1948,Graduation,Widow,57168.18,0,2,24-06-2015,98,261,60,3,239,115,369,8,9,0,2,2,0,0,1,1,1,1,3,11,0,Brazil,New York,836,1,0,Mobile,0,0,Basic,1047,77,2,1
1553,1993,Graduation,Single,61962.65,1,1,15-01-2013,99,812,46,732,199,98,465,5,5,4,4,12,1,1,1,0,1,0,3,11,1,USA,Mumbai,441,1,0,Mobile,1,1,Basic,2352,32,2,0
1554,1990,Graduation,Widow,46721.62,1,2,09-08-2015,93,800,25,707,30,113,468,9,1,9,0,9,0,1,1,0,1,0,3,11,0,Germany,London,569,0,1,Mobile,0,0,Gold,2143,35,3,0
1555,1968,Basic,Widow,50785.59,1,2,17-05-2013,62,4,68,660,271,181,313,1,9,2,3,17,0,1,1,0,0,1,3,11,1,USA,New York,804,1,0,Mobile,1,1,Silver,1497,57,3,0
1556,1953,Basic,Divorced,67452.42,1,1,12-08-2010,77,311,71,72,53,145,343,2,3,2,8,1,1,1,0,0,0,0,3,11,1,India,Berlin,751,1,1,Mobile,0,0,Gold,995,72,2,1
1557,1979,Basic,Divorced,39427.23,0,1,30-06-2013,13,539,35,104,20,177,58,3,5,1,2,18,0,0,1,0,1,0,3,11,0,USA,São Paulo,899,0,1,Desktop,1,0,Platinum,933,46,1,0
1558,1980,Master,Widow,40975.21,2,2,01-11-2013,65,902,54,340,37,28,143,7,3,3,4,3,0,0,0,0,0,0,3,11,0,Germany,Mumbai,774,0,0,Desktop,0,0,Basic,1504,45,4,0
1559,1961,Graduation,Divorced,42567.74,1,0,10-05-2010,27,749,68,131,141,131,381,8,1,5,1,3,0,1,1,0,0,0,3,11,0,India,London,638,1,0,Desktop,1,0,Basic,1601,64,1,1
1560,1950,Graduation,Married,67479.88,0,1,29-07-2015,20,58,85,319,118,190,222,2,4,8,3,13,1,0,1,1,1,0,3,11,0,Germany,New York,382,1,1,Desktop,1,1,Gold,992,75,2,1
1561,1962,Graduation,Divorced,69384.41,0,0,14-01-2014,78,914,86,24,157,36,105,5,0,2,8,6,1,1,1,1,0,0,3,11,1,Brazil,Berlin,128,1,1,Desktop,0,1,Gold,1322,63,0,1
1562,1940,Master,Widow,29061.65,1,0,11-09-2014,86,829,71,423,262,35,59,9,8,1,2,0,0,0,1,1,1,0,3,11,1,UK,Berlin,175,1,1,Mobile,1,1,Silver,1679,85,1,1
1563,1985,Master,Divorced,65093.61,1,0,03-11-2014,9,298,18,518,259,147,194,3,0,4,1,5,0,0,0,0,0,0,3,11,0,Brazil,São Paulo,764,1,1,Desktop,0,0,Gold,1434,40,1,0
1564,1976,Master,Divorced,62283.62,0,0,27-12-2013,25,49,33,684,82,18,400,6,6,9,1,2,1,0,1,1,0,1,3,11,0,Germany,Berlin,414,0,1,Mobile,0,0,Basic,1266,49,0,0
1565,1960,Basic,Together,73303.92,1,2,23-06-2011,34,753,69,516,280,166,191,6,9,4,4,3,0,0,1,0,0,0,3,11,0,Germany,London,161,1,0,Mobile,1,1,Silver,1975,65,4,1
1566,1965,Graduation,Together,55776.62,1,1,14-09-2013,33,985,62,276,285,6,288,9,4,8,3,14,1,0,1,1,0,1,3,11,1,India,New York,850,0,1,Desktop,0,0,Silver,1902,60,3,0
1567,1985,Master,Widow,49336.1,2,2,20-07-2012,1,948,49,673,170,26,370,1,2,6,2,16,1,1,1,0,0,0,3,11,1,India,Berlin,549,1,1,Desktop,0,0,Silver,2236,40,4,0
1568,1975,Basic,Married,67178.25,2,2,26-03-2014,94,631,16,431,14,115,454,8,2,0,4,9,0,1,0,0,0,0,3,11,0,USA,Mumbai,453,1,1,Tablet,0,1,Platinum,1661,50,5,0
1569,1993,Graduation,Single,60483.56,1,2,28-02-2015,42,869,80,90,284,157,103,6,0,7,4,11,1,0,1,1,1,0,3,11,1,UK,New York,811,1,0,Mobile,1,1,Platinum,1583,32,3,0
1570,1962,Master,Single,83673.48,2,2,26-03-2010,43,549,78,763,160,76,149,5,5,9,0,16,0,0,0,0,0,0,3,11,1,Brazil,Mumbai,636,0,1,Desktop,0,1,Gold,1775,63,4,1
1571,1996,Graduation,Widow,64380.62,2,2,18-05-2012,43,742,38,60,294,96,262,8,4,6,9,7,1,0,0,1,1,1,3,11,0,UK,São Paulo,308,1,0,Tablet,1,1,Silver,1492,29,4,0
1572,1940,Basic,Married,52303.22,1,1,12-08-2015,42,400,30,713,295,124,352,1,9,4,0,12,0,1,1,0,1,1,3,11,0,USA,London,669,1,0,Tablet,1,0,Silver,1914,85,3,1
1573,1993,Basic,Married,32388.43,0,2,26-07-2010,51,722,21,334,22,35,260,6,0,4,9,14,0,0,0,0,1,1,3,11,0,Germany,Berlin,734,0,1,Desktop,0,1,Silver,1394,32,3,0
1574,1994,Graduation,Married,41286.24,0,2,16-02-2011,4,282,57,630,191,99,140,3,7,1,2,9,0,1,0,1,1,0,3,11,0,Brazil,New York,127,0,1,Mobile,1,0,Basic,1399,31,3,0
1575,1990,Basic,Together,28460.68,0,2,01-05-2010,18,164,24,622,100,23,221,8,5,2,4,16,1,1,1,1,1,0,3,11,0,Brazil,São Paulo,728,1,0,Desktop,0,0,Silver,1154,35,3,0
1576,1979,Graduation,Widow,46774.07,0,0,20-01-2014,29,894,18,204,118,63,265,4,7,5,8,15,0,1,1,0,1,0,3,11,1,UK,New York,676,1,1,Mobile,0,0,Basic,1562,46,0,0
1577,1954,Master,Single,63891.01,2,2,15-04-2014,48,262,53,473,297,96,141,0,0,0,5,4,0,1,0,0,0,0,3,11,0,Germany,Berlin,893,1,1,Desktop,0,0,Silver,1322,71,4,1
1578,1960,Basic,Married,49944.93,2,1,09-01-2010,62,293,70,55,126,152,70,8,3,0,5,7,0,0,0,1,0,0,3,11,1,UK,Berlin,849,0,1,Mobile,0,1,Gold,766,65,4,1
1579,1986,Master,Widow,65325.88,1,1,08-11-2010,80,208,1,192,288,85,158,3,8,5,7,17,0,0,0,1,1,1,3,11,1,UK,New York,167,1,1,Mobile,1,1,Silver,932,39,2,0
1580,1948,Graduation,Single,55063.61,1,1,08-04-2012,28,888,78,584,147,138,259,1,7,8,0,11,1,0,1,1,0,0,3,11,0,Brazil,Berlin,927,0,1,Desktop,0,0,Basic,2094,77,2,1
1581,1992,Basic,Together,43953.62,0,0,15-05-2011,75,668,21,678,62,192,365,6,5,4,6,12,1,1,1,0,1,1,3,11,0,Germany,London,745,1,1,Tablet,0,0,Gold,1986,33,1,0
1582,1948,Master,Divorced,51314.38,0,1,18-04-2015,71,306,37,25,131,37,47,3,4,3,2,19,0,1,1,0,0,1,3,11,0,Germany,Mumbai,819,1,1,Mobile,1,0,Basic,583,77,1,1
1583,1949,Master,Single,57081.45,1,0,25-05-2010,78,363,6,273,142,91,62,4,1,7,5,11,0,0,1,0,1,0,3,11,1,Brazil,New York,400,1,0,Desktop,0,0,Basic,937,76,1,1
1584,1991,Graduation,Single,52088.35,1,1,05-02-2011,52,102,86,327,229,88,105,4,0,4,2,2,1,1,0,1,0,0,3,11,0,Germany,New York,764,1,1,Mobile,0,0,Silver,937,34,2,0
1585,1996,Master,Single,52260.26,0,0,17-11-2011,97,491,65,14,270,143,127,0,9,9,6,2,1,0,1,1,0,0,3,11,0,UK,São Paulo,171,0,0,Desktop,1,1,Basic,1110,29,0,0
1586,1992,Master,Divorced,38464.25,2,1,04-05-2014,27,976,32,277,253,174,259,5,7,2,5,18,0,1,1,1,0,0,3,11,0,UK,Mumbai,374,0,1,Mobile,1,0,Basic,1971,33,3,0
1587,1965,Master,Married,43505.36,2,2,25-01-2012,84,398,81,515,16,136,461,7,2,3,9,9,0,0,1,0,1,0,3,11,0,USA,Mumbai,505,0,0,Desktop,1,0,Platinum,1607,60,5,0
1588,1980,Graduation,Divorced,83876.91,2,1,28-04-2011,52,655,6,20,267,20,206,7,3,1,9,6,1,0,1,0,1,0,3,11,1,Germany,São Paulo,356,0,0,Mobile,0,0,Basic,1174,45,3,0
1589,1974,Master,Single,68427.0,2,1,18-11-2015,16,608,58,45,10,141,56,7,7,1,7,16,0,0,1,0,1,0,3,11,1,Germany,Mumbai,545,0,0,Desktop,1,0,Basic,918,51,3,0
1590,1991,PhD,Together,27892.39,2,1,11-05-2013,81,778,87,88,221,20,34,1,2,0,5,13,1,1,1,0,1,0,3,11,1,UK,Mumbai,236,0,0,Mobile,1,0,Silver,1228,34,4,0
1591,1964,Master,Single,14495.47,1,2,25-02-2012,23,928,10,790,153,169,353,8,2,1,6,8,0,0,1,1,1,0,3,11,1,UK,London,669,0,0,Tablet,0,1,Silver,2403,61,3,1
1592,1965,Basic,Together,51142.89,1,0,18-06-2015,87,351,11,507,120,20,141,8,6,4,5,2,0,1,1,0,0,1,3,11,0,Germany,London,498,1,1,Mobile,1,1,Silver,1150,60,2,0
1593,1950,Graduation,Widow,63402.09,0,0,21-05-2011,75,236,17,272,64,65,76,3,4,9,2,16,0,1,1,1,0,0,3,11,1,Germany,Mumbai,346,1,0,Mobile,1,0,Basic,730,75,0,1
1594,1977,Graduation,Together,42200.87,1,2,15-03-2011,64,91,0,95,62,146,407,9,5,0,1,15,0,1,0,1,0,1,3,11,0,Germany,New York,286,0,0,Desktop,1,0,Gold,801,48,4,0
1595,1941,Basic,Single,65324.88,1,2,28-10-2014,35,894,60,751,25,19,22,8,7,4,2,7,0,1,1,0,1,1,3,11,0,Brazil,London,590,0,1,Mobile,1,1,Silver,1771,84,3,1
1596,1946,PhD,Divorced,50894.82,1,0,22-01-2011,31,147,0,65,194,2,377,2,5,8,0,15,0,1,1,0,1,1,3,11,1,Germany,São Paulo,887,1,0,Tablet,1,0,Platinum,785,79,1,1
1597,1957,Basic,Single,47554.08,1,0,25-01-2014,68,28,26,750,244,162,436,3,0,2,5,10,0,1,1,1,0,1,3,11,1,UK,New York,748,1,1,Mobile,0,1,Silver,1646,68,1,1
1598,1966,Basic,Single,61341.73,0,0,08-09-2011,25,15,72,492,58,82,114,1,8,7,6,9,1,0,0,0,0,0,3,11,1,USA,New York,821,0,1,Mobile,1,0,Silver,833,59,0,0
1599,1973,PhD,Widow,42021.86,1,0,18-10-2011,55,861,64,217,121,142,207,6,7,1,3,16,0,1,1,0,1,1,3,11,1,UK,Berlin,518,0,1,Desktop,0,0,Gold,1612,52,1,0
1600,1966,Graduation,Married,45699.41,1,0,13-07-2015,66,400,91,432,298,145,98,7,7,2,3,2,0,0,0,1,1,0,3,11,1,India,New York,846,1,0,Tablet,0,0,Silver,1464,59,2,0
1601,1956,Basic,Single,60052.51,0,2,17-05-2010,32,952,75,290,119,149,26,5,7,7,9,4,1,0,0,1,1,0,3,11,1,Germany,New York,112,0,0,Desktop,0,1,Silver,1611,69,2,1
1602,1982,Graduation,Widow,49529.06,1,0,22-06-2010,38,205,63,59,138,56,97,4,9,0,0,11,1,1,0,1,1,0,3,11,1,Brazil,Berlin,648,1,1,Desktop,1,1,Silver,618,43,1,0
1603,1998,Graduation,Divorced,78631.64,0,0,12-08-2015,83,727,48,261,283,58,468,4,6,9,8,15,0,1,0,1,1,0,3,11,0,India,Mumbai,363,0,1,Desktop,1,0,Basic,1845,27,0,0
1604,1983,Basic,Widow,60407.38,2,1,16-02-2013,57,804,79,424,221,58,263,2,9,2,8,12,1,1,0,1,1,0,3,11,1,India,Mumbai,359,1,0,Desktop,0,1,Basic,1849,42,3,0
1605,1998,PhD,Widow,59432.21,2,2,06-05-2012,11,844,70,200,96,16,160,4,0,0,6,6,0,1,0,0,0,0,3,11,1,Brazil,São Paulo,342,0,0,Mobile,1,0,Basic,1386,27,4,0
1606,1990,Graduation,Together,49257.43,1,2,13-05-2011,83,17,34,595,26,10,475,9,6,3,9,1,0,1,0,0,0,0,3,11,0,Brazil,London,835,0,1,Mobile,1,1,Silver,1157,35,4,0
1607,1993,Graduation,Married,63121.32,1,0,17-02-2013,80,838,56,537,92,129,90,9,2,7,4,18,1,1,1,1,1,1,3,11,1,UK,Berlin,595,0,0,Desktop,0,1,Silver,1742,32,2,0
1608,1963,Graduation,Married,45160.88,1,1,29-05-2010,42,891,40,232,94,137,272,0,3,2,7,18,0,1,0,1,1,1,3,11,0,Germany,Mumbai,198,1,0,Desktop,1,0,Platinum,1666,62,3,1
1609,1964,Graduation,Divorced,54235.67,1,1,04-05-2012,71,176,22,161,174,110,441,2,5,4,5,19,1,1,1,0,0,1,3,11,1,India,Berlin,610,1,0,Tablet,1,1,Silver,1084,61,2,1
1610,1946,Graduation,Widow,36255.6,2,0,24-07-2011,12,650,34,750,132,16,107,9,4,7,1,17,1,1,1,1,1,0,3,11,1,Germany,London,372,1,1,Desktop,1,1,Gold,1689,79,2,1
1611,1991,Graduation,Divorced,65591.62,2,1,17-07-2010,72,440,79,585,225,89,61,2,2,5,8,2,0,0,1,0,0,0,3,11,1,UK,New York,173,1,0,Mobile,0,1,Gold,1479,34,3,0
1612,1945,Graduation,Divorced,54359.07,1,0,06-01-2014,82,720,47,221,36,46,77,0,5,0,9,2,0,0,1,1,1,0,3,11,0,Germany,Berlin,781,0,0,Tablet,1,0,Silver,1147,80,1,1
1613,1992,Master,Married,79737.7,0,2,01-12-2015,89,530,41,259,20,118,285,5,5,8,5,2,0,0,1,0,0,0,3,11,0,India,Mumbai,697,0,1,Desktop,0,1,Basic,1253,33,3,0
1614,1963,Basic,Married,85884.48,0,1,06-06-2013,4,69,71,358,117,194,248,9,9,7,0,3,1,1,1,1,0,0,3,11,1,Germany,London,305,1,1,Mobile,0,1,Silver,1057,62,2,1
1615,1972,Graduation,Married,61449.79,2,0,09-11-2013,44,627,79,225,234,165,45,6,9,0,2,11,0,1,1,0,1,1,3,11,1,Germany,New York,848,0,1,Tablet,0,1,Silver,1375,53,3,0
1616,1988,Master,Single,51026.38,0,0,04-01-2014,88,977,5,264,68,50,125,8,2,5,4,19,0,0,0,0,0,1,3,11,1,UK,Berlin,168,0,0,Desktop,1,0,Basic,1489,37,0,0
1617,1968,Basic,Widow,35809.03,1,0,13-12-2011,4,820,99,68,96,123,400,5,8,2,2,14,0,1,0,0,1,0,3,11,0,India,Berlin,691,1,1,Desktop,1,0,Silver,1606,57,1,0
1618,1982,Basic,Divorced,63571.25,1,2,10-11-2012,22,521,94,8,297,21,485,4,1,5,1,18,1,1,0,0,1,1,3,11,0,Brazil,London,318,0,0,Desktop,1,1,Basic,1426,43,3,0
1619,1961,Graduation,Widow,53154.27,1,1,15-07-2012,34,256,91,280,1,104,194,2,7,0,3,0,1,0,1,1,1,0,3,11,0,USA,London,933,0,0,Tablet,0,1,Basic,926,64,2,1
1620,1965,Graduation,Divorced,58070.52,1,2,24-06-2010,95,256,34,551,127,58,312,4,2,0,5,4,0,0,1,0,0,1,3,11,1,Brazil,São Paulo,730,1,1,Desktop,1,0,Basic,1338,60,3,0
1621,1967,Basic,Divorced,75946.81,1,2,06-10-2010,53,558,16,194,178,101,133,7,3,3,6,18,0,1,0,0,0,1,3,11,0,Brazil,New York,111,0,0,Mobile,0,0,Basic,1180,58,3,0
1622,1989,Graduation,Divorced,37633.65,0,1,27-07-2010,48,229,46,792,96,9,183,5,4,0,1,18,0,0,1,0,0,0,3,11,1,USA,Berlin,578,1,0,Mobile,1,1,Platinum,1355,36,1,0
1623,1960,Graduation,Divorced,36135.44,0,2,15-06-2014,69,666,29,306,287,32,472,6,4,1,5,11,1,0,1,0,0,0,3,11,0,Brazil,São Paulo,575,1,1,Desktop,0,0,Silver,1792,65,2,1
1624,1988,Graduation,Together,46453.61,2,0,14-02-2012,77,664,8,145,233,120,69,1,0,1,2,1,1,0,1,1,0,1,3,11,1,Brazil,São Paulo,389,0,1,Tablet,0,1,Platinum,1239,37,3,0
1625,1946,Graduation,Together,62318.02,2,1,08-11-2013,92,217,22,493,36,5,355,2,3,9,0,12,0,1,1,1,0,1,3,11,1,Germany,São Paulo,853,0,1,Mobile,0,1,Basic,1128,79,4,1
1626,1956,Graduation,Single,58323.01,0,2,18-09-2012,36,614,44,442,16,158,102,9,1,9,9,13,0,0,0,1,1,0,3,11,1,UK,Mumbai,434,0,1,Desktop,0,1,Gold,1376,69,2,1
1627,1959,Master,Married,36564.67,0,1,24-11-2014,21,905,64,186,35,25,355,7,7,1,3,14,0,1,1,1,1,0,3,11,0,USA,São Paulo,655,1,1,Desktop,1,1,Silver,1570,66,2,1
1628,1980,PhD,Divorced,61348.29,2,2,10-09-2015,83,163,11,673,154,140,433,1,5,9,2,11,0,1,1,1,1,0,3,11,1,Germany,New York,533,1,0,Mobile,0,1,Platinum,1574,45,4,0
1629,1988,Master,Widow,31981.81,1,0,05-05-2010,7,941,80,308,47,143,66,5,7,1,8,13,0,1,0,1,0,0,3,11,1,India,New York,813,1,0,Desktop,1,0,Silver,1585,37,1,0
1630,1959,Graduation,Together,37433.87,2,2,07-03-2011,90,391,45,481,166,35,162,3,2,8,5,12,1,1,0,0,1,0,3,11,1,Brazil,São Paulo,610,0,1,Desktop,0,1,Gold,1280,66,5,1
1631,1993,Graduation,Married,48268.14,2,1,10-05-2012,56,992,32,407,298,35,110,7,7,3,1,18,1,0,0,0,1,0,3,11,1,USA,London,277,0,0,Desktop,1,0,Silver,1874,32,4,0
1632,1961,Graduation,Single,41698.53,0,2,09-12-2011,70,957,21,572,113,44,248,0,7,2,1,3,0,1,0,0,1,0,3,11,1,UK,São Paulo,927,0,0,Mobile,1,1,Basic,1955,64,2,1
1633,1967,Basic,Married,63347.89,2,0,07-08-2013,59,924,9,241,88,24,402,2,8,3,2,5,0,0,1,0,1,0,3,11,1,Brazil,Mumbai,319,0,1,Mobile,1,1,Basic,1688,58,3,0
1634,2000,Basic,Divorced,54295.68,2,0,04-04-2011,54,52,89,751,186,111,330,3,0,5,5,18,1,1,0,1,0,1,3,11,0,Brazil,São Paulo,447,1,0,Desktop,1,1,Gold,1519,25,2,0
1635,1979,Graduation,Married,76483.42,0,0,23-11-2012,33,993,13,568,175,151,142,6,3,7,5,4,0,1,0,1,1,0,3,11,1,USA,São Paulo,748,1,0,Desktop,0,1,Basic,2042,46,1,0
1636,1988,Graduation,Divorced,46292.22,1,2,07-12-2010,40,474,88,705,140,146,292,4,8,9,7,12,0,1,0,1,1,1,3,11,1,Brazil,London,103,1,1,Desktop,0,0,Silver,1845,37,3,0
1637,1946,Graduation,Together,48166.97,1,1,22-09-2013,27,873,10,332,171,192,95,1,0,3,3,10,0,1,0,1,0,1,3,11,1,UK,London,865,1,1,Desktop,0,1,Silver,1673,79,3,1
1638,1940,PhD,Together,68155.74,1,2,15-03-2013,30,3,18,403,18,156,414,8,6,1,2,16,1,0,0,0,0,0,3,11,1,Germany,New York,806,1,1,Desktop,0,1,Silver,1012,85,4,1
1639,1971,Basic,Divorced,48636.19,0,2,23-04-2014,20,560,50,582,59,92,438,0,3,1,9,5,0,0,0,0,1,1,3,11,1,India,New York,873,0,1,Desktop,0,1,Platinum,1781,54,2,0
1640,1952,Basic,Widow,72410.08,2,2,16-11-2010,73,623,27,370,158,44,341,9,8,3,1,10,1,1,0,1,0,0,3,11,0,USA,São Paulo,878,0,1,Mobile,1,1,Gold,1563,73,4,1
1641,1969,Basic,Together,58112.42,1,1,09-01-2011,50,196,26,673,33,189,70,1,0,1,3,3,1,0,0,0,0,1,3,11,1,Germany,New York,257,1,1,Mobile,0,1,Gold,1187,56,3,0
1642,1962,Graduation,Widow,14708.2,2,0,06-01-2011,35,681,10,53,168,42,384,0,7,8,2,18,1,1,0,0,1,1,3,11,1,UK,New York,706,1,0,Desktop,1,1,Silver,1338,63,2,1
1643,1990,Graduation,Divorced,67663.56,0,0,14-12-2014,76,629,21,576,271,16,351,1,0,0,4,1,0,1,1,0,0,0,3,11,0,Germany,São Paulo,118,0,0,Mobile,1,1,Gold,1864,35,0,0
1644,1998,Graduation,Divorced,63690.9,1,0,12-02-2013,25,74,24,244,215,102,309,0,5,7,5,9,0,0,1,0,0,0,3,11,0,Brazil,Berlin,150,0,0,Mobile,1,0,Platinum,968,27,1,0
1645,1995,Graduation,Together,64269.99,1,1,02-11-2015,97,832,93,199,71,187,340,7,1,2,5,16,0,0,0,0,0,0,3,11,1,Brazil,New York,214,0,0,Desktop,1,1,Silver,1722,30,3,0
1646,1958,Master,Widow,21335.32,2,2,05-06-2014,18,204,18,434,228,24,161,9,8,1,8,6,1,0,1,1,1,1,3,11,0,Brazil,New York,788,0,0,Mobile,0,0,Silver,1069,67,4,1
1647,2001,Master,Divorced,40055.15,1,2,06-08-2011,5,595,63,372,286,96,230,6,5,1,5,16,1,0,1,0,1,0,3,11,1,Brazil,London,224,0,1,Mobile,1,1,Silver,1642,24,3,0
1648,1971,PhD,Together,41169.43,0,2,01-06-2012,47,545,38,384,169,33,243,0,1,6,4,13,0,0,1,0,0,0,3,11,1,Germany,São Paulo,811,1,0,Desktop,1,0,Gold,1412,54,3,0
1649,1969,Master,Divorced,37383.18,2,1,15-12-2012,14,352,6,664,278,168,327,7,8,6,1,14,1,1,0,1,1,1,3,11,0,India,São Paulo,369,0,1,Desktop,0,1,Basic,1795,56,3,0
1650,1968,Graduation,Married,76128.84,2,2,20-05-2012,48,525,5,752,165,141,410,4,5,9,2,3,0,1,0,1,0,1,3,11,0,Brazil,London,991,0,0,Desktop,1,1,Silver,1998,57,5,0
1651,1988,Basic,Married,49823.48,1,1,27-10-2010,17,948,8,220,245,111,298,8,7,4,5,13,0,0,1,1,0,1,3,11,1,India,New York,637,0,0,Desktop,1,0,Silver,1830,37,3,0
1652,1984,Basic,Together,49451.59,1,0,22-07-2012,83,331,17,563,249,56,86,2,4,7,3,9,0,1,1,0,0,1,3,11,1,USA,Berlin,416,0,1,Tablet,0,0,Silver,1302,41,2,0
1653,1968,Basic,Divorced,58280.12,1,0,21-08-2010,64,202,30,247,96,153,399,3,7,0,2,12,1,0,0,1,1,0,3,11,0,UK,New York,701,0,1,Desktop,0,0,Basic,1127,57,1,0
1654,1969,Graduation,Together,58539.53,1,1,15-03-2010,21,768,69,70,295,17,380,3,8,4,6,11,1,0,0,1,0,1,3,11,0,Brazil,São Paulo,542,0,1,Desktop,1,1,Silver,1599,56,3,0
1655,1955,Master,Single,-23.39,2,0,01-10-2013,59,237,61,482,258,147,205,0,0,6,6,8,1,1,1,0,1,0,3,11,1,Brazil,Berlin,162,1,1,Mobile,0,0,Platinum,1390,70,2,1
1656,1979,Graduation,Together,40304.64,2,1,22-02-2010,35,775,60,655,0,198,370,2,2,9,5,16,0,1,0,1,1,0,3,11,0,India,London,694,1,0,Mobile,0,0,Basic,2058,46,4,0
1657,1958,Basic,Together,28808.17,1,2,26-12-2013,81,401,45,788,218,29,24,3,7,2,3,17,0,1,1,1,0,0,3,11,1,Germany,Berlin,873,0,1,Mobile,1,1,Basic,1505,67,4,1
1658,1957,Graduation,Married,56004.59,2,0,10-03-2015,9,388,85,729,26,156,68,3,8,6,3,14,1,0,0,0,0,1,3,11,0,India,São Paulo,670,1,1,Desktop,0,1,Gold,1452,68,3,1
1659,1940,PhD,Married,45666.61,0,0,28-04-2010,19,894,8,324,299,108,2,2,3,8,6,0,0,1,0,1,0,0,3,11,0,India,São Paulo,831,0,0,Mobile,1,0,Basic,1635,85,1,1
1660,1953,Graduation,Divorced,50230.81,2,2,06-12-2014,69,639,94,4,54,65,195,7,3,0,6,13,1,1,0,1,0,0,3,11,0,UK,Berlin,242,0,1,Desktop,0,1,Silver,1051,72,4,1
1661,1990,Master,Together,18822.2,0,2,09-10-2010,60,734,21,584,202,139,202,5,7,5,9,5,0,1,0,1,0,1,3,11,1,USA,Berlin,725,0,1,Desktop,1,0,Silver,1882,35,3,0
1662,1986,Master,Together,45352.22,0,1,15-12-2011,58,66,52,494,142,148,71,3,0,7,7,5,1,1,1,1,0,1,3,11,0,USA,New York,225,0,0,Mobile,0,1,Silver,973,39,2,0
1663,1989,PhD,Divorced,66726.95,0,0,02-09-2013,21,149,20,239,93,33,442,1,2,6,7,18,1,1,1,0,0,1,3,11,0,Brazil,Mumbai,617,1,0,Mobile,0,0,Silver,976,36,0,0
1664,1941,Master,Widow,71141.74,1,2,26-07-2012,67,133,34,786,209,37,352,7,7,7,9,17,0,0,0,0,1,0,3,11,0,USA,London,227,0,0,Desktop,1,1,Gold,1551,84,3,1
